,minerals,,
1677,Rh5Fe10S16,,
1678,Ca2(Fe3Al2)(Si6Al2)O22(OH)2,,
1679,Na6Fe2(CO3)4(SO4),,
1680,(FeCu)S2(Fe0.33Al0.33Mg0.33)1.53(OH)3.06,,
1681,(Fe5Cu)TlAs4S12,,
1682,FeSnTa2O8,,
1683,NaNaFe(FeAl)(PO4)3,,
1684,NaBF4,,
1685,Ca4(Na0.5Ca0.5)4(Ti0.5Nb0.5)4(Si2O7)2O8F3,,
1686,(Ca0.33Ce0.33Na0.33)(Nb0.33Ta0.33Ti0.33)2(O0.33(OH)0.33F0.33)6,,
1687,CaFe3(Al5Mg)(Si6O18)(BO3)3(OH)3(OH),,
1688,Fe4V4O16(H2O)5,,
1689,(Fe0.33Fe0.33Ti0.33)3O2As2O5,,
1690,Ag6As2S7Ag10HgAs2S8,,
1691,Na(UO2)(SO4)(OH)(H2O)3.5,,
1692,Mn2V2O7(H2O)2,,
1693,Fe(SO4)(OH)(H2O)5,,
1694,C19H34,,
1695,Pb3Cl4F(OH)(H2O),,
1696,Cu2(C2O4)(OH)2(H2O)2,,
1697,K(Al0.5Zn0.5)2(As0.5Si0.5)2O8,,
1698,(Fe0.5Sb0.5)Mn2O4,,
1699,Na3CaMn11(PO4)9,,
1700,Sr(UO2)2(V2O8)(H2O)5,,
1701,Cu11O2(VO4)6,,
1702,Pb5(AsO3)3Cl,,
1703,Ag3AuSe2,,
1704,K4Ca2AlSi7O17(O1.0(OH)1.0)(H2O)1.0(OH)1.0Cl,,
1705,Ag5Pb14Sb21S48,,
1706,Pb4Cu4Te2(SO4)2O11(OH)2(H2O),,
1707,C10H22O3,,
1708,Ca7.5(Na0.5K0.5)0.5(SiO4)3.5(PO4)0.5,,
1709,Cu2RhIrSb2,,
1710,Pb3Ge(SO4)2(OH)6(H2O)3,,
1711,Fe(SO3)(H2O)3,,
1712,CuNi2S4,,
1713,Mn2Mn(AsO4)(OH)4,,
1714,K2ZnCl4,,
1715,CeAl3(PO4)2(OH)6,,
1716,LaAl3(PO4)2(OH)6,,
1717,NdAl3(PO4)2(OH)6,,
1718,SmAl3(PO4)2(OH)6,,
1719,FeTiP,,
1720,Cu(Cr1.5Sb0.5)S4,,
1721,(K3Ca2Na)Al8Si8O32(H2O)12,,
1722,CaMn(AsO3(OH))2(H2O)2,,
1723,Al2(PO4)F2(OH)(H2O)7,,
1724,Mg3(BO3)F3,,
1725,CeF3,,
1726,LaF3,,
1727,KFe3(Si3Al)O10F2,,
1728,Ca5(PO4)3F,,
1729,CsCa4(Si8O20)F(H2O)8,,
1730,KCa4Si8O20F(H2O)8,,
1731,NaCa4Si8O20F(H2O)8,,
1732,NH4Ca4(Si8O20)F(H2O)8,,
1733,Na2CaBaFeFe13Al(PO4)11(PO3(OH))F2,,
1734,BaNa4CaFe13Al(PO4)11(PO3(OH))F2,,
1735,(Ba0.33Sr0.33K0.33)2(Na0.5Fe0.5)3TiF2Ti2(Si2O7)2O2,,
1736,(Ce0.5Ca0.5)5(SiO4)3F,,
1737,(Y0.5Ca0.5)5(SiO4)3F,,
1738,NaFe3Al6(Si6O18)(BO3)3O3F,,
1739,(Ca0.5REE0.5)5((SiO4)0.5(PO4)0.5)3F,,
1740,(Ca0.33Na0.33)2Ta2O6F,,
1741,(Ca0.5Na0.5)2(Nb0.5Ti0.5)2O6F,,
1742,(Ca0.33Na0.33)2Sb2(O0.5(OH)0.5)6F,,
1743,K3Na3Ca5Si12O30F4(H2O),,
1744,SrCaCa3(PO4)3F,,
1745,KNa4Ca4Si8O18(CO3)4F(H2O),,
1746,BaNa2Na2CaMg13Al(PO4)11(PO3(OH))F2,,
1747,Ca7(SiO4)3F2,,
1748,NaMg3Al6(Si6O18)(BO3)3(OH)3F,,
1749,Na(Li1.5Al1.5)Al6(Si6O18)(BO3)3(OH)3F,,
1750,Ca5(SiO4)1.5(SO4)1.5F,,
1751,CaF2,,
1752,Ca12Al14O32(H2O)4F2,,
1753,(SrNa)Ti2Na3Ti(Si2O7)2O2F2,,
1754,Ca(Li2Al)Al6(Si6O18)(BO3)3(OH)3F,,
1755,KLiAl1.5(Si3.5Al0.5)O10F2,,
1756,Ca12Al14O32F2,,
1757,(Na1.5Ca0.5)(Mg1.5Al0.5)F6F,,
1758,(Na1.5Bi0.5)Ta2O6F,,
1759,(Na0.2Pb0.2Ca0.2REE0.2U0.2)2Nb2O6F,,
1760,CaCa2(Mg4Al)(Si5Al3)O22F2,,
1761,PbF2,,
1762,NaCa2Mg5(Si7Al)O22F2,,
1763,BaMg3Al2Si2O10F2,,
1764,NaNa2(Mg2Al2Li)Si8O22F2,,
1765,NaNa2(Mg3Al2)(AlSi7O22)(F0.5(OH)0.5)2,,
1766,NaCa2(Mg4Al)(Si6Al2)O22F2,,
1767,NaLi2(Mg2Al2Li)Si8O22F2,,
1768,KMg3(Si3Al)O10F2,,
1769,Na(NaCa)Mg5Si8O22F2,,
1770,Na2(Fe3Fe2)Si8O22F2,,
1771,Na(NaCa)(Mg3Al2)(Si6Al2)O22F2,,
1772,KMg3FeSi3O10F2,,
1773,Ca2Mg5Si8O22F2,,
1774,NaAl3(PO4)2(OH)2F2(H2O)2,,
1775,Ca2Pb3(PO4)3F,,
1776,Pb5(PO4)3F,,
1777,NaFe3Al6(Si6O18)(BO3)3(OH)3F,,
1778,Ca2Sr3(PO4)3F,,
1779,SrCaSr3(PO4)3F,,
1780,NaMn3Al6(Si6O18)(BO3)3(OH)3F,,
1781,CaMg3(Al5Mg)(Si6O18)(BO3)3(OH)3F,,
1782,Ca19(Al0.5Mg0.5)13(SiO4)10(Si2O7)4O(F0.5(OH)0.5)9,,
1783,Al3(PO4)2(OH)2F(H2O)5,,
1784,ZnZn3Fe(PO4)3(OH)2(H2O)7(H2O)2,,
1785,CaAl(PO4)(OH)2(H2O),,
1786,Ca2Y2Na3Ti(Si2O7)2(OF)F2,,
1787,(Fe2Al)Al6(Si6O18)(BO3)3(OH)3(OH),,
1788,SbMn(Mg0.5Mn0.5)10O8(BO3)4,,
1789,Ca(UO2)3(CO3)2O2(H2O)6,,
1790,(Na0.5K0.5)2(Sr0.5Ca0.5)(SO4)B5O8(OH)(H2O)2,,
1791,SnNb2O6,,
1792,Ca2Mn5Be4(PO4)6(OH)4(H2O)6,,
1793,Cu2Al2(AsO4)((OH)0.33O0.33(H2O)0.33)6,,
1794,YTaO4,,
1795,Ca(CHOO)2,,
1796,CuPb2(CrO4)(AsO4)(OH),,
1797,Mg2(SiO4),,
1798,Ca4(SiO3)3(OH)2,,
1799,Fe4Fe2(OH)12(CO3)(H2O)3,,
1800,Pb0.5O2.0(UO2)4(OH)5.0(H2O)4,,
1801,Mn0.33Zn0.33Ca0.33SiO3,,
1802,(Zn0.5Al0.5)3(Si0.5Al0.5)2O5(OH)4,,
1803,Ba(UO2)2(VO4)2(H2O)5,,
1804,Mn6(V)(SiO4)2O3(OH)3,,
1805,Cu3Bi(SeO3)2O2Cl,,
1806,Pb21.7Sn9.3Fe4.0Sb8.1S56.9,,
1807,K3Al5(PO3(OH))6(PO4)2(H2O)12,,
1808,(Ce0.33Nd0.33Ca0.33)(UO2)3(PO4)2O(OH)(H2O)6,,
1809,(Nd0.33Ce0.33Sm0.33)(UO2)3(PO4)2O(OH)(H2O)6,,
1810,NaNb2O5(OH)(H2O)3,,
1811,K3Na3Ca5Si12O30(F0.5(OH)0.5)4(H2O),,
1812,BaF2,,
1813,Cu2TeO4(OH)2,,
1814,Ca2Mn3MnFeZn2Si2O10(OH)8,,
1815,ZnFe2O4,,
1816,(K0.5Na0.5)4(Mn0.33Mg0.33Zn0.33)48(Si0.5Al0.5)72(O0.5(OH)0.5)216(H2O)6,,
1817,PbCu(SeO4)(OH)2,,
1818,Ca3Be2(PO4)2(PO3(OH))2(H2O)4,,
1819,(Na0.5K0.5)30Ca10(Si30Al30)O120(SO4)10(H2O)2,,
1820,CoSe,,
1821,Mg2MnO2(BO3),,
1822,CuPb8(AsO3)2O3Cl5,,
1823,AgPbSbS3,,
1824,C14H10,,
1825,Ba2TiO(Si2O7),,
1826,Na(Ti3Fe)O8,,
1827,Mn8Si6O15(OH)10,,
1828,K(Na)Mg2(Be2Mg)Si12O30,,
1829,Cu5Pb5Bi7S18,,
1830,Mn(UO2)2(VO4)(PO4)(H2O)4,,
1831,FeTe2,,
1832,CaB2(OH)8.0,,
1833,(Mn0.5Fe0.5)2Fe3(PO4)3(OH)5,,
1834,PdBi2,,
1835,K3Na5Mg5(IO3)6(SO4)6(H2O)6,,
1836,Pb3Cu6TeO6(OH)7Cl5,,
1837,Ca4Si2O6(CO3)(OH)2,,
1838,Cu3FeS8,,
1839,Ca(VO)2(AsO4)2(H2O)4,,
1840,Pb3Sb8S15,,
1841,Al4(UO2)4(PO4)6(OH)2(H2O)19.5,,
1842,(Cu0.5Ag0.5)6PbS4,,
1843,Tl2AgCu2As3S7,,
1844,PbFe(AsO3)O,,
1845,Au(Te0.65Se0.35),,
1846,Ce2FeBe2O2(SiO4)2,,
1847,Nd2FeBe2O2(SiO4)2,,
1848,Y2FeBe2O2(SiO4)2,,
1849,NaCaCeF6,,
1850,NaCaYF6,,
1851,Mn21Si8O27(OH)20,,
1852,ZnAl2O4,,
1853,Na2ZrSi3O9(H2O)2,,
1854,Hg3N18Hg36.0(Cl0.5I0.5)24,,
1855,Na2(Be0.5Li0.5)Zr2(PO4)4(H2O)1.5,,
1856,Ca2Zn(AsO4)2(H2O)2,,
1857,KCa0.5As4O6Cl2(H2O)5,,
1858,MnAl2O4,,
1859,Al6(AsO4)3(OH)9(H2O)4(H2O)8,,
1860,Na15(SO4)5ClF4,,
1861,PbS,,
1862,PbBi2S4,,
1863,CaCe2(CO3)4(H2O),,
1864,NaFe4(PO4)3,,
1865,(Hg5Cu)CsAs4S12,,
1866,Ca4Al2(PO4)2F8(H2O)5,,
1867,CuGaS2,,
1868,PbGa3(AsO4)(SO4)(OH)6,,
1869,Pb(Ga0.33Al0.33Ge0.33)3(PO4)2(OH)6,,
1870,Ca7(SiO4)3(CO3),,
1871,Ba2Fe(VO4)2(OH),,
1872,BiF3,,
1873,Pb9Ca6(Si2O7)4(SiO4)O,,
1874,(K0.5Na0.5)1.5Mn6(Si0.5Al0.5)10O24(OH)4(H2O)9,,
1875,Ba0.5(Na0.5K0.5)0.5Al2(Si2.5Al1.5)O10(OH)2,,
1876,Ir3Te8,,
1877,FeSbBiS4,,
1878,CsLiMg2(Si4O10)F2,,
1879,Mn6AsSbO10(OH)2,,
1880,NaBa3B7Si2O16(OH)4,,
1881,Ca3(Al6Si10O32)(H2O)14,,
1882,Na6(Al6Si10O32)(H2O)8.5,,
1883,PbCuFe(AsO4)2(OH)(H2O),,
1884,(Ni0.33Fe0.33Ir0.33),,
1885,Mg2Fe(PO4)2(OH)(H2O)2,,
1886,Ce(AsO4),,
1887,La(AsO4),,
1888,Ni(CO3),,
1889,ZrMn2Mn4O8(SiO4),,
1890,Mn5(PO4)2(OH)4,,
1891,(Ca0.5Ce0.5)4(Al0.33Mg0.33Fe0.33)4(Si2O7)(SiO4)3(O0.33F0.33(OH)0.33)3,,
1892,Ca6(AsV3V9As6O51)(H2O)31,,
1893,CaAl2(PO4)2(OH)2(H2O),,
1894,Ca4Mn3(BO3)3(CO3)O3,,
1895,Na4Zn2Si7O18(H2O)5,,
1896,KPb(UO2)7O5(OH)7(H2O)8,,
1897,NaMnFe5(PO4)4(OH)6(H2O)2,,
1898,Na2Ca(CO3)2(H2O)5,,
1899,BaCa6(SiO4)2(SO4)2O,,
1900,CaAlF4(OH)(H2O),,
1901,Pb8As4O11Cl6,,
1902,Mg2(Mg3Al2)(Si6Al2)O22(OH)2,,
1903,Cu8S5,,
1904,(Cu0.33Fe0.33Ag0.33)9Se8,,
1905,Ca2Al(SiAl)O7,,
1906,Mn5(AsO4)2(AsO3(OH))2(H2O)10,,
1907,MgTiO3,,
1908,BiMo1.0Mo1.2O7(OH)(H2O),,
1909,Cu(AsO3(OH))(H2O),,
1910,KFe3(H2(PO4))2(H(PO4))4(H2O)6,,
1911,Pt4Sb3,,
1912,Ca3Sn(SO4)2(OH)6(H2O)3,,
1913,Be3Zn4(SiO4)3S,,
1914,Pb14Sb6S23,,
1915,Na12(Mn0.33Sr0.33REE0.33)3Ca6Fe3Zr3NbSi25O76Cl2(H2O),,
1916,Cu5O2(SeO3)2Cl2,,
1917,KNaZrSi3O9(H2O)2,,
1918,Na6CaMg(IO3)6(CrO4)2(H2O)12,,
1919,Cu2(CO3)(OH)2(H2O)6,,
1920,Pb4(CrO4)2(OH)2FCl,,
1921,Pb4(AsO3)Cl4(OH),,
1922,(Mn0.5Ca0.5)(Nb0.5Ti0.5)5O12(H2O)9,,
1923,ZnAl2(AsO4)(OH)5,,
1924,(Ca0.33Na0.33)2Y3Si6O18(H2O)2,,
1925,Cu2(NO3)(OH)3,,
1926,Cu13Fe2Ge2S16,,
1927,Cu13VGe3S16,,
1928,NiAsS,,
1929,NiAsS,,
1930,NiAsS,,
1931,Na2(Sb0.5As0.5)8S13(H2O)2,,
1932,MnMgZn(SiO4)(OH)2,,
1933,K2(UO2)(SO4)2(H2O)2,,
1934,SbAsS3,,
1935,PtSb2,,
1936,CaCl2(H2O)4,,
1937,K5Fe3O(SO4)6(H2O)10,,
1938,(Hg2N)2(SO4)(H2O)0.5,,
1939,Al(OH)3,,
1940,(Cu0.5Fe0.5)2Pb26.4(Bi0.5Sb0.5)19.6S57,,
1941,CaMn2Ca2(AsO4)2(AsO3(OH))2(H2O)4,,
1942,Cu5Si6O17(H2O)7,,
1943,Cu3NiCl2(OH)6,,
1944,BaFeSi4O10,,
1945,Tl2As7.5Sb0.3S13,,
1946,Cu3(AsO4)(OH)3,,
1947,FeFe4(PO4)4(OH)2(H2O)2,,
1948,Ca2B14O20(OH)6(H2O)5,,
1949,Mg5(CO3)4(OH)2(H2O)5.5,,
1950,Cu6(Cu4Zn2)As4Se13,,
1951,NaCa2Mg3(PO4)3(CO3)(H2O)6,,
1952,Ca2(Si4Al4)O16(H2O)8,,
1953,Sr4(Si8Al8O32)(H2O)9,,
1954,CaZrSi2O7,,
1955,Na42K16Ca6Si48Al48O192(SO4)10Cl2(H2O)5,,
1956,K2Ca(Nb0.5Ti0.5)4(Si4O12)2(O0.5(OH)0.5)4(H2O)6,,
1957,K2Fe(Nb0.5Ti0.5)4(Si4O12)2(O0.5(OH)0.5)4(H2O)6,,
1958,K2Mn(Nb0.5Ti0.5)4(Si4O12)2(O0.5(OH)0.5)4(H2O)6,,
1959,K2Na(Nb0.5Ti0.5)4(Si4O12)2((OH)0.5O0.5)4(H2O)5,,
1960,CuPbBi5S9,,
1961,Fe2Fe4(PO4)(OH)11(H2O),,
1962,MnTlAs3S6,,
1963,Na(Mg0.5Al0.5)6(Si3Al)O10((OH)0.5O0.5)8,,
1964,Na2Ca(SO4)2,,
1965,(Zn0.75Al0.25)(SO4)0.12(OH)2(H2O),,
1966,CaMn(SiO4),,
1967,(Co0.5Fe0.5)AsS,,
1968,Na2(Mg3Al2)Si8O22(OH)2,,
1969,CuNi(CO3)(OH)2,,
1970,Zn3O(SO4)2,,
1971,CaBe4(PO4)2(OH)4(H2O)0.5,,
1972,Mg(C2O4)(H2O)2,,
1973,K6Fe24S27,,
1974,Ca2(Si8Al4)O24(H2O)11,,
1975,K4(Si8Al4)O24(H2O)11,,
1976,Na4(Si8Al4)O24(H2O)11,,
1977,Na5(Si11Al5)O32(H2O)11,,
1978,CoCu4(SO4)2(OH)6(H2O)6,,
1979,(Ni0.5Fe0.5)9S8,,
1980,(NH4)Al(SO4)2,,
1981,Sr2Al(PO4)2(OH),,
1982,FeO(OH),,
1983,Au,,
1984,(Cu4)Cu6Te4S13,,
1985,Cu5Zn(AsO4)2(OH)6(H2O),,
1986,KFe(SO4)2(H2O)4,,
1987,Ca3V2(SiO4)3,,
1988,CuCd2Al3(PO4)4F3(H2O)10,,
1989,KNbO3,,
1990,Na10Ca9Zr3Fe2SiNb(Si3O9)2(Si9O27)2(OH)3(CO3)(H2O),,
1991,(Na0.5Ca0.5)2(Si0.5Al0.5)5O10(H2O)3,,
1992,Mn5Fe(Si3FeO10)(OH)8,,
1993,Ca(Si6Al2)O16(H2O)5,,
1994,CsLi2(Ti0.5Fe0.5)Si4O10(F0.33(OH)0.33O0.33)2,,
1995,BaAl3(PO4)(PO3(OH))(OH)6,,
1996,NaZn4(SO4)(OH)6Cl(H2O)6,,
1997,MgAl2(PO4)2(OH)2(H2O)8,,
1998,CaAlFe11O19,,
1999,K2Ca5(SO4)6(H2O),,
2000,Fe3Al4(PO4)4(OH)6(H2O)2,,
2001,Cu24Fe2Hg9S23,,
2002,Ca2(PO4)Cl,,
2003,Zn(SO4)(H2O)7,,
2004,Na3Mg3Ca5Al19Si117O272(H2O)93,,
2005,CaMg(VO4)(OH),,
2006,NaCa6Ti(Si2O7)2OF3,,
2007,Cu6Al(AsO4)3(OH)6(H2O)3,,
2008,CaB5O8(OH)B(OH)3(H2O)3,,
2009,SrAl3(PO4)(PO3(OH))(OH)6,,
2010,Cu(TeO3)(H2O),,
2011,Fe4Ti3AsO13(OH),,
2012,FeFe2(PO4)2,,
2013,CaFe2(PO4)2,,
2014,MnFe2(PO4)2,,
2015,(Pb0.5Sr0.5)(Y0.5Mn0.5)Fe2(Ti0.5Fe0.5)18O38,,
2016,NiVP,,
2017,Sr2Al(AsO4)2(OH),,
2018,MgAl3O2(BO3)(SiO4),,
2019,Pb2(SO4)F2,,
2020,Cu3Al2(SO4)(OH)10(H2O),,
2021,(Na0.5Ca0.5)2.5(V0.5V0.5)6O16(H2O),,
2022,C,,
2023,MnBi2S4,,
2024,Pb9As4S15,,
2025,Fe3O3(PO4),,
2026,CeFe3(AsO4)2(OH)6,,
2027,LaFe3(AsO4)2(OH)6,,
2028,Mn(SO3)(H2O)3,,
2029,(Th0.33Pb0.33Ca0.33)(PO4)(H2O),,
2030,Hg3S2BrCl0.5I0.5,,
2031,(Fe0.5Fe0.5)2.5Si2O5(OH)4,,
2032,(NH4)Na(UO2)2(SO4)2(OH)2(H2O)4,,
2033,CdS,,
2034,Ba1.5(V(OH))0.5V9(Fe0.5Fe0.5)2Si2O22,,
2035,(Na0.66K0.66Ca0.33)(CO3),,
2036,Ca2Be4Fe5(PO4)6(OH)4(H2O)6,,
2037,FeFe2S4,,
2038,Na2Zr2Na2MnZr(Si2O7)2O2F2,,
2039,CaCr2(CO3)2(OH)4(H2O)4,,
2040,LiF,,
2041,Al2TiO5,,
2042,Cu3Fe2Al2(VO4)6,,
2043,CrO(OH),,
2044,NiCo2S4,,
2045,K3Na(UO2)(CO3)3(H2O),,
2046,Ca(Mn0.33Na0.33Li0.33)6FeAl2(PO4)6(F0.5(OH)0.5)2,,
2047,NaCa2Mn5Fe(AsO4)6(H2O)2,,
2048,NaCaMn2(PO4)(H(PO4))2,,
2049,CuCrS2,,
2050,Pb3O(CO3)2,,
2051,CaAl4O7,,
2052,Ca(Ti0.33Mg0.33Ti0.33)AlSiO6,,
2053,Ca3Al2(SiO4)3,,
2054,MnO(OH),,
2055,NaSi2O4(OH)(H2O),,
2056,HgBi2S4,,
2057,CuBiSe2,,
2058,Fe2Fe5Si8O22(OH)2,,
2059,Cu6Hg3Sb4S12,,
2060,Cu2Mg3(OH)4(AsO4)2(H2O)4,,
2061,Bi2Se3,,
2062,C5H3(NH2)N4O,,
2063,Zn6(SO4)(OH)10(H2O)5,,
2064,FeSbS,,
2065,Ca6(HAsO4)3(AsO4)2(H2O)10.5,,
2066,Pb8(Sb0.56As0.44)16S32,,
2067,Ca2BeSi2O7,,
2068,Mn2Fe(SiFe)O5(OH)4,,
2069,CuFe(SO4)2(OH)(H2O)4,,
2070,Ba(UO2)3(SeO3)2O2(H2O)3,,
2071,Ca2Be4Zn5(PO4)6(OH)4(H2O)6,,
2072,CoCo2O4,,
2073,TlAs5Sb4S13,,
2074,Zn(SO4)(H2O),,
2075,(K0.33Ca0.33Ba0.33)2(Fe0.25Ca0.25Mg0.25Na0.25)(Si0.5Al0.5)13O25(OH)4(H2O)7,,
2076,Na4CaV10O28(H2O)20,,
2077,Fe3Si,,
2078,Ba3(VO4)2,,
2079,Al(UO2)(SO4)2F(H2O)10,,
2080,AgPbBi3S6,,
2081,CaK2Mn(Ti0.5Nb0.5)4(Si4O12)2(O0.5(OH)0.5)4(H2O)5,,
2082,CrO(OH),,
2083,(NH4)(NO3),,
2084,Ca(SO4)(H2O)2,,
2085,NaCa16(Si23Al)O60(OH)8(H2O)14,,
2086,PbLa(CO3)2(OH)(H2O),,
2087,PbNd(CO3)2(OH)(H2O),,
2088,(FeNi)S2(Mg0.5Fe0.5)1.61(OH)3.22,,
2089,Hf(SiO4),,
2090,Na2MnFeFe(PO4)3,,
2091,BaFe4Fe2Ti5MgO19,,
2092,VVO2(OH)3,,
2093,Pb8Cu(TeO6)2(CO3)Cl4,,
2094,Ca(AsO3(OH))(H2O),,
2095,KFe3(H2(PO4))6(H(PO4))2(H2O)4,,
2096,(Na0.5Ca0.5)5Ca(Ti0.5Nb0.5)5Si12O34((OH)0.5F0.5)8(H2O)5,,
2097,(Ca3Y)Na(NaCa)Ti(Si2O7)2(OF)F2,,
2098,LaUFe2(Ti13Fe4Fe)O38,,
2099,Ca(UO2)2(Si5O12)(OH)2(H2O)6,,
2100,Cu6(Cu4Hg2)Sb4Se13,,
2101,Ni5P4,,
2102,(Ce0.5La0.5)OF,,
2103,(La0.5Ce0.5)OF,,
2104,Mg(H2O)6CaAs2(Fe2.67Mo0.33)(AsO4)2O7,,
2105,NaCl,,
2106,Pb2(UO2)(AsO4)2(H2O),,
2107,Al2Si2O5(OH)4(H2O)2,,
2108,Al2(Si2O5)(OH)4,,
2109,FeAl2(SO4)4(H2O)22,,
2110,Mg4B16.0O26.0(O2H2)2(H2O)7,,
2111,Be2(BO3)(OH),,
2112,Cu2Pb2Bi4S9,,
2113,Zn8(OH)14(SO4)(H2O)3,,
2114,AgHgSI,,
2115,Hg6HgO3Cl2,,
2116,CaPb(Al2Fe)Si2O7(SiO4)O(OH),,
2117,Ba2Ca(VAl)(AlSi3O10)(OH)2F(CO3)2,,
2118,KNa22(SO4)9(CO3)2Cl,,
2119,(NH4)2Mg3(PO3(OH))4(H2O)8,,
2120,Ca(SO3)(H2O)0.5,,
2121,(Cu0.5Hg0.5)(Bi0.5Pb0.5)Se2,,
2122,Ca2Mn2Nb6O19(H2O)20,,
2123,Fe2Si,,
2124,SrVSi2O7,,
2125,Ca2ZnSi2O7,,
2126,Ca48Mg16Al4Si16O60(O4H4)(BO3)16(CO3)16(H2O)(HCl),,
2127,Ba2(Si12Al4)O32(H2O)12,,
2128,CaFe2O4,,
2129,CaFe6(SiO4)2(PO4)2,,
2130,Ca6Be4Mn(SiO4)2(Si2O7)2(OH)2,,
2131,KNa(MoO2)(SO4)2,,
2132,Ba(CrO4),,
2133,NaCa2(Fe4Fe)(Si6Al2)O22(OH)2,,
2134,AgTlPbAs2S5,,
2135,NaNaCa(CuFe)(AsO4)3,,
2136,Ca3SiO5,,
2137,Ni9BiSbS8,,
2138,Fe3Mg24Zn18(SO4)4(CO3)2(OH)81,,
2139,MnS2,,
2140,MnMn2O4,,
2141,(Na0.5K0.5)3(Ca0.5Na0.5)(Al3Si3O12)((SO4)0.33S0.33Cl0.33),,
2142,CdS,,
2143,BaMgTi3Cr4Fe2Fe2O19,,
2144,(Fe0.5Ni0.5)23C6,,
2145,Cu4Fe5S8,,
2146,Cu3Mg(OH)6Cl2,,
2147,(UO2)3(SeO3)2(OH)2(H2O)5,,
2148,Pb(H2O)10Zn12(OH)20(H2O)(SO4)3,,
2149,KNaMg2(PO4)2(H2O)14,,
2150,(K0.5Ce0.5)TiO3,,
2151,Ni3S2,,
2152,Bi2O(VO4)(OH),,
2153,Na9(IO3)(SO4)4,,
2154,Na0.3(Mg0.5Li0.5)3Si4O10(F0.5(OH)0.5)2(H2O),,
2155,(Ca0.5Na0.5)9(Ca0.5Na0.5)Mg(PO4)6(PO3(OH)),,
2156,CaFeSi2O6,,
2157,Bi7Te3,,
2158,Ca2Pb3(AsO4)3Cl,,
2159,ScTaO4,,
2160,(Fe0.5Cr0.5)1.15(Ti0.5Fe0.5)2S4,,
2161,Na2Ca3B5O8(SO4)2(OH)2Cl,,
2162,Ba(UO2)2(AsO4)2(H2O)10,,
2163,(UO2)(OH)2(H2O),,
2164,Ba2Mn4Ti2(Si2O7)2O2(OH)2F2,,
2165,KNaSiF6,,
2166,(Ca0.5REE0.5)4Ce2Al(B4Si4O22)(OH)2,,
2167,(Ca0.5REE0.5)4Y2Al(B4Si4O22)(OH)2,,
2168,Ni(CO3)(H2O)5.5,,
2169,PbZn2(AsO4)2(H2O)2,,
2170,Be3Mn4(SiO4)3S,,
2171,Fe2O3,,
2172,(Mn0.33Mg0.33Al0.33)15(AsO4)2(AsO3)(OH)23,,
2173,Pb4Fe3O8(Cl0.5(OH)0.5),,
2174,ZnPb10(CrO4)6(SiO4)2(OH)2,,
2175,Zn4(Si2O7)(OH)2(H2O),,
2176,FeSiO3,,
2177,(Ti0.25V0.25Fe0.25Al0.25)12As2O23(OH),,
2178,Cu4Cu2SnMoS8,,
2179,Tl2Pb48As82S172,,
2180,(Ca0.5Sr0.5)1.3V6O16(H2O)6,,
2181,KZn3(Si3Al)O10(OH)2,,
2182,CaMg5(PO4)3(CO3)(OH),,
2183,Ca2CuB2(OH)8.0(OH)4,,
2184,SrMn2(Si2O7)(OH)2(H2O),,
2185,Ca3Mn2(SiO4)2(OH)4,,
2186,(Cu0.5Ag0.5)3.2Te2,,
2187,Ba(Ti7Fe)O16,,
2188,CuFe2(PO4)2(OH)2,,
2189,TlPb2Cl5,,
2190,Tl7Pb22As55S108,,
2191,Cu3Zn(OH)6Cl2,,
2192,FeAl2O4,,
2193,CaBe(PO4)F,,
2194,Pb32(O0.5)21(AsO4)2(Si0.25As0.25V0.25Mo0.25)2O8.0Cl10,,
2195,CuZn(SO4)2,,
2196,CaCu(PO4)(OH),,
2197,SnS,,
2198,Ag2Te,,
2199,ZnMn2O4,,
2200,CoO(OH),,
2201,Pb7Sb8S19,,
2202,Fe(PO4),,
2203,(Ba0.33Ca0.33K0.33)5(Si27Al9)O72(H2O)22,,
2204,(Ca0.33Na0.33K0.33)5(Si27Al9)O72(H2O)26,,
2205,(K0.33Ca0.33Na0.33)5(Si27Al9)O72(H2O)26,,
2206,(Na0.33Ca0.33K0.33)6(Si0.5Al0.5)36O72(H2O)22,,
2207,(Sr0.33Ca0.33Na0.33)5(Si27Al9)O72(H2O)24,,
2208,CaV6O16(H2O)9,,
2209,Ba(Al2Si2O8),,
2210,(Fe0.25Os0.25Ru0.25Ir0.25),,
2211,Mg(SO4)(H2O)6,,
2212,CaB2(OH)8.0(H2O)2,,
2213,(Mo0.2Ru0.2Fe0.2Ir0.2Os0.2),,
2214,Pb4(OH)4Pb(S2O3)3,,
2215,Na3Mn7Ti2(Si4O12)2O2(OH)4F(H2O)2,,
2216,Pb5Fe2O4(VO4)2,,
2217,Pb6Bi2S9,,
2218,(Sr0.5REE0.5)4Zr(Ti0.33Fe0.33Fe0.33)2Ti2O8(Si2O7)2,,
2219,Ca2Zr4MnSbTiO16,,
2220,Fe2(OH)3Cl,,
2221,CaAl12O19,,
2222,PbAl3(SO4)(AsO4)(OH)6,,
2223,Ca6Si2(SO4)2(SO3)2(OH)12(H2O)22,,
2224,K2SiF6,,
2225,Na2ZrSi3O9(H2O)3,,
2226,Fe2(SO4)(AsO4)(OH)(H2O)6,,
2227,Ca2B5O9Cl(H2O),,
2228,Ca2SiO3(OH)2,,
